Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YDR198C|chrIV;853999;853972|WT	0;0;0;0;0;0;0;0;7;4;1	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.769	4	0.206	1	0.103	0.500	1.000	1	4.769
YCR082W|Spar_3;243137;243167|WT	1;0;8;13;12;0;0;0;0;13;62	0.560;0.000;8.000;9.451;8.568;0.000;0.000;0.000;0.000	13	0.668	62	6.379	9.549	0.446	4	26.579
YBR044C|chrII;326142;326059|326073,AAG	13;5;73;6;242;1539;5242;4236;1115;2257;246	7.280;2.503;73.000;4.362;172.785;914.615;3009.747;2534.380;759.662	2257	115.983	246	25.309	0.218	0.891	9	7478.334
YHR165C|chrVIII;437042;436948|437022,436983,ATG	441;532;1;0;1;1;2;1;1;634;131	246.951;266.282;1.000;0.000;0.714;0.594;1.148;0.598;0.681	634	32.580	131	13.478	0.414	0.062	8	517.968
YOR078W|Spar_15;459962;460005|WT	0;0;0;0;0;0;43;109;31;30;0	0.000;0.000;0.000;0.000;0.000;0.000;24.689;65.214;21.121	30	1.542	0	0.000	0.000	0.956	3	111.024
YLR242C|chrXII;623986;623883|623923,623902,WT,CGACGA	6929;5170;55;39;33;7;6;365;4;7430;851	3880.106;2587.742;55.000;28.353;23.562;4.160;3.445;218.378;2.725	7430	381.814	851	87.553	0.229	0.081	9	6803.471
YLR127C|Spar_12;381669;381600|381660,AAG	5;9;235;949;972;208;1;1;1;832;1291	2.800;4.505;235.000;689.933;693.996;123.613;0.574;0.598;0.681	832	42.755	1291	132.822	3.107	0.524	9	1751.7
YPR018W|Spar_16;608768;608908|WT	0;0;0;0;0;0;0;0;58;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;39.516	0	0.000	0	0.000	LowReads	1.000	1	39.516
YIL014W|Spar_9;300986;301104|WT	89;10000;1765;189;7;214;10;5;96;6305;0	49.838;5005.303;1765.000;137.405;4.998;127.178;5.742;2.991;65.406	6305	324.002	0	0.000	0.000	0.165	9	7163.861
YDL130W-A|chrIV;229147;229170|WT	0;0;0;0;0;22;8;0;0;50;27	0.000;0.000;0.000;0.000;0.000;13.074;4.593;0.000;0.000	50	2.569	27	2.778	1.081	0.770	2	17.667
YBL069W|chrII;90684;90740|90712,90740,AAG	2;2;0;5;27;348;904;1041;513;716;0	1.120;1.001;0.000;3.635;19.278;206.814;519.041;622.826;349.513	716	36.794	0	0.000	0.000	0.913	8	1723.228
YOR056C|chrXV;431703;431626|WT	3;4;3;1;487;819;210;4;0;1059;0	1.680;2.002;3.000;0.727;347.712;486.725;120.574;2.393;0.000	1059	54.420	0	0.000	0.000	0.714	8	964.813
YJR110W|Spar_10;611992;612111|WT	15;9;51;672;3126;4487;1487;77;125;7070;6599	8.400;4.505;51.000;488.551;2231.925;2666.587;853.776;46.069;85.164	7070	363.314	6599	678.923	1.869	0.700	9	6435.977
YPR016C|chrXVI;593161;593069|593110,593068,AAG,CGACGA	6;6;34;43;650;2663;1948;651;134;1628;1588	3.360;3.003;34.000;31.261;464.092;1582.599;1118.464;389.490;91.296	1628	83.660	1588	163.378	1.953	0.788	9	3717.565
YLR281C|chrXII;704986;704960|WT	0;0;0;0;0;9;18;0;10;26;0	0.000;0.000;0.000;0.000;0.000;5.349;10.335;0.000;6.813	26	1.336	0	0.000	0.000	0.877	3	22.497
YJL050W|Spar_10;331365;331435|WT	2;1;70;259;313;46;10;2;0;322;0	1.120;0.501;70.000;188.296;223.478;27.337;5.742;1.197;0.000	322	16.547	0	0.000	0.000	0.531	8	517.671
YCR019W|chrIII;152710;152836|152772,152817,WT,CGACGA	116;2032;1;5;1;2;0;1;0;815;460	64.958;1017.078;1.000;3.635;0.714;1.189;0.000;0.598;0.000	815	41.881	460	47.326	1.130	0.087	7	1089.172
YPL067C|chrXVI;425904;425847|425901,425862,AAG	1;1;0;0;0;20;238;509;346;340;715	0.560;0.501;0.000;0.000;0.000;11.886;136.650;304.532;235.734	340	17.472	715	73.561	4.210	0.955	6	689.863
YBL064C|chrII;101188;101156|WT	0;0;1;0;0;29;101;26;16;27;0	0.000;0.000;1.000;0.000;0.000;17.234;57.990;15.556;10.901	27	1.387	0	0.000	0.000	0.868	5	102.681
YOL032W|chrXV;265365;265428|WT	0;1;0;0;0;0;0;157;36;83;0	0.000;0.501;0.000;0.000;0.000;0.000;0.000;93.932;24.527	83	4.265	0	0.000	0.000	0.970	3	118.96
YHR210C|chrVIII;521821;521737|521772,521754,AAG,CGACGA	3;1274;2495;1097;135;7;8;3;2;2709;3692	1.680;637.676;2495.000;797.531;96.388;4.160;4.593;1.795;1.363	2709	139.211	3692	379.843	2.729	0.300	9	4040.186
YLR436C|Spar_12;956537;956480|WT	2;1;0;17;292;796;371;22;0;432;2206	1.120;0.501;0.000;12.359;208.484;473.056;213.013;13.163;0.000	432	22.200	2206	226.959	10.223	0.743	7	921.696
YJL101C|chrX;236499;236356|WT	0;2;0;1;21;642;269;114;0;526;43	0.000;1.001;0.000;0.727;14.994;381.535;154.449;68.206;0.000	526	27.030	43	4.424	0.164	0.790	6	620.912
YKL138C|Spar_11;196298;196215|WT	7;5;1;69;609;2046;562;107;2;1755;1097	3.920;2.503;1.000;50.164;434.818;1215.921;322.678;64.018;1.363	1755	90.186	1097	112.862	1.251	0.734	9	2096.385
YAL046C|chrI;57409;57385|WT	0;0;0;0;0;0;0;0;3;0;82	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.044	0	0.000	82	8.436	LowReads	1.000	1	2.044
YLL028W|Spar_12;71873;72043|WT	0;0;0;0;0;0;169;0;0;103;0	0.000;0.000;0.000;0.000;0.000;0.000;97.033;0.000;0.000	103	5.293	0	0.000	0.000	0.877	1	97.033
YMR259C|Spar_13;737234;737176|WT	0;0;1;16;443;454;84;0;0;358;294	0.000;0.000;1.000;11.632;316.297;269.808;48.229;0.000;0.000	358	18.397	294	30.248	1.644	0.694	5	646.966
YHR049W|chrVIII;206419;206461|WT	0;0;0;0;0;1;109;27;21;42;0	0.000;0.000;0.000;0.000;0.000;0.594;62.583;16.154;14.308	42	2.158	0	0.000	0.000	0.911	4	93.639
YMR194C-A|chrXIII;653259;653136|WT	3;1435;1193;46;258;0;3;0;0;2031;812	1.680;718.261;1193.000;33.442;184.209;0.000;1.722;0.000;0.000	2031	104.369	812	83.541	0.800	0.255	6	2132.314
YMR251W-A|Spar_13;723028;723055|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YHR021C|chrVIII;148704;148669|WT	0;0;0;0;2;0;16;0;0;8;0	0.000;0.000;0.000;0.000;1.428;0.000;9.187;0.000;0.000	8	0.411	0	0.000	0.000	0.838	2	10.615
YBR214W|Spar_2;631282;631397|WT	7;3442;2731;233;9;4;5;0;2;5020;2355	3.920;1722.825;2731.000;169.393;6.426;2.377;2.871;0.000;1.363	5020	257.969	2355	242.289	0.939	0.222	8	4640.175
YOR229W|Spar_15;708706;708817|WT	12;10;26;9;373;435;4615;4278;4791;4271;3327	6.720;5.005;26.000;6.543;266.317;258.517;2649.749;2559.508;3264.163	4271	219.479	3327	342.291	1.560	0.934	9	9042.522
YKL039W|chrXI;362462;362621|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YML053C|Spar_13;169415;169353|WT	2;0;22;42;114;138;992;180;15;341;354	1.120;0.000;22.000;30.534;81.395;82.012;569.567;107.693;10.220	341	17.523	354	36.421	2.078	0.824	8	904.541
YDR059C|Spar_4;568414;568388|WT	0;0;0;0;0;8;0;0;0;2;0	0.000;0.000;0.000;0.000;0.000;4.754;0.000;0.000;0.000	2	0.103	0	0.000	0.000	0.732	1	4.754
YNL103W|chrXIV;427601;427734|WT	28;136;1323;7601;1279;142;214;3;29;7477;2290	15.679;68.072;1323.000;5526.007;913.190;84.389;122.870;1.795;19.758	7477	384.229	2290	235.602	0.613	0.452	9	8074.76
YOL071W|chrXV;196502;196506|WT	0;0;0;0;0;0;0;0;0;0;20	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	20	2.058	LowReads	TooLow	0	0
YEL072W|chrV;13599;13719|13696,13720,AAG,CGACGA	8;2;346;1507;568;198;5;2;1;2980;424	4.480;1.001;346.000;1095.605;405.545;117.670;2.871;1.197;0.681	2980	153.137	424	43.622	0.285	0.478	9	1975.05
YCR003W|chrIII;118597;118619|WT	0;1;0;0;0;6;0;0;0;22;64	0.000;0.501;0.000;0.000;0.000;3.566;0.000;0.000;0.000	22	1.131	64	6.584	5.821	0.603	2	4.067
YNR053C|chrXIV;723155;723112|WT	1;0;0;12;303;142;0;20;0;141;226	0.560;0.000;0.000;8.724;216.338;84.389;0.000;11.966;0.000	141	7.246	226	23.252	3.209	0.672	5	321.977
YPL037C|chrXVI;481932;481901|WT	0;0;0;0;42;37;2;1;0;40;0	0.000;0.000;0.000;0.000;29.987;21.989;1.148;0.598;0.000	40	2.056	0	0.000	0.000	0.694	4	53.722
YHR210C|chrVIII;521873;521737|521841,AAG	3670;2;0;1;2;1;5;1;0;1621;9	2055.129;1.001;0.000;0.727;1.428;0.594;2.871;0.598;0.000	1621	83.300	9	0.926	0.011	0.017	7	2062.348
YHR155W|Spar_8;385484;385569|WT	681;361;1;0;3;77;1;1;0;517;154	381.347;180.691;1.000;0.000;2.142;45.760;0.574;0.598;0.000	517	26.568	154	15.844	0.596	0.096	7	612.112
YGR038W|chrVII;560543;560681|560603,560678,ATG	1782;743;3;24;0;1;0;0;0;501;84	997.886;371.894;3.000;17.448;0.000;0.594;0.000;0.000;0.000	501	25.745	84	8.642	0.336	0.041	5	1390.822
YGR054W|Spar_7;577206;577371|WT	0;1;0;0;0;0;55;0;0;93;167	0.000;0.501;0.000;0.000;0.000;0.000;31.579;0.000;0.000	93	4.779	167	17.181	3.595	0.853	2	32.08
YIR037W|chrIX;423066;423127|WT	8;2;1;1;0;21;902;1319;1108;973;723	4.480;1.001;1.000;0.727;0.000;12.480;517.892;789.152;754.893	973	50.001	723	74.384	1.488	0.953	8	2081.625
YBL107W-A:3|Spar_14;704605;704432|704544,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBR069C|chrII;378538;378433|WT	4;3;35;13;368;639;1179;406;179;658;2874	2.240;1.502;35.000;9.451;262.747;379.752;676.935;242.908;121.955	658	33.813	2874	295.685	8.745	0.815	9	1732.49
YDR108W|chrIV;671232;671268|WT	0;1;0;0;0;7;72;43;86;53;0	0.000;0.501;0.000;0.000;0.000;4.160;41.340;25.727;58.593	53	2.724	0	0.000	0.000	0.938	5	130.321
YHR002W|chrVIII;108663;108811|WT	6;5;760;243;224;2;3;1;0;1430;0	3.360;2.503;760.000;176.664;159.933;1.189;1.722;0.598;0.000	1430	73.485	0	0.000	0.000	0.367	8	1105.969
YER139C|chrV;451377;451243|451278,451266,ATG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YGL224C|chrVII;78952;78857|78894,AAG	11;5296;166;239;3;6;4;6;2;3541;103	6.160;2650.809;166.000;173.756;2.142;3.566;2.297;3.590;1.363	3541	181.966	103	10.597	0.058	0.123	9	3009.683
YGL094C|chrVII;334642;334465|334479,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR095C|Spar_4;635270;635223|635261,AAG	0;1;0;0;13;71;216;214;63;126;168	0.000;0.501;0.000;0.000;9.282;42.195;124.019;128.035;42.923	126	6.475	168	17.284	2.669	0.900	6	346.955
YNL021W|Spar_14;569753;569824|WT	3;81;1;24;381;418;556;54;66;526;0	1.680;40.543;1.000;17.448;272.029;248.414;319.233;32.308;44.967	526	27.030	0	0.000	0.000	0.741	9	977.622
YBR146W|Spar_2;507855;507896|WT	0;0;9;0;0;67;81;73;21;70;0	0.000;0.000;9.000;0.000;0.000;39.818;46.507;43.676;14.308	70	3.597	0	0.000	0.000	0.840	5	153.309
YMR172W|Spar_13;587493;587496|WT	0;0;0;0;0;0;0;0;0;9;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	9	0.462	0	0.000	0.000	TooLow	0	0
YCR067C|Spar_3;220684;220575|WT	8;6;17;22;196;1777;4014;2082;1221;3058;0	4.480;3.003;17.000;15.994;139.942;1056.056;2304.679;1245.651;831.881	3058	157.145	0	0.000	0.000	0.878	9	5618.686
YAL045C|chrI;57936;57796|57857,AAG	0;0;0;0;0;0;0;0;0;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	1	0.051	0	0.000	0.000	TooLow	0	0
YBR274W|Spar_2;729479;729492|WT	0;0;0;0;26;21;10;1;0;25;45	0.000;0.000;0.000;0.000;18.564;12.480;5.742;0.598;0.000	25	1.285	45	4.630	3.603	0.718	4	37.384
YJL036W|chrX;378697;378824|378804,378824,WT,CGACGA	149;1842;1676;169;3;5;6;510;2;2788;0	83.437;921.977;1676.000;122.865;2.142;2.971;3.445;305.131;1.363	2788	143.270	0	0.000	0.000	0.298	9	3119.331
YER137C|Spar_5;453835;453777|453835,AAG	1;0;5;1;0;163;214;315;37;240;504	0.560;0.000;5.000;0.727;0.000;96.870;122.870;188.463;25.209	240	12.333	504	51.853	4.204	0.882	7	439.699
YEL072W|chrV;13599;13719|13600,AAG	1;139;0;0;0;0;1;0;0;138;0	0.560;69.574;0.000;0.000;0.000;0.000;0.574;0.000;0.000	138	7.092	0	0.000	0.000	0.097	3	70.708
YOR067C|chrXV;453523;453462|WT	2;2;2;2;498;1405;436;152;57;708;1332	1.120;1.001;2.000;1.454;355.566;834.980;250.334;90.941;38.835	708	36.383	1332	137.040	3.767	0.753	9	1576.231
YPR049C|chrXVI;664721;664673|WT	1;0;0;0;2;476;479;393;176;265;149	0.560;0.000;0.000;0.000;1.428;282.883;275.023;235.130;119.911	265	13.618	149	15.330	1.126	0.871	6	914.935
YHR195W|Spar_8;470462;470637|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR237W|chrIV;936472;936614|WT	3;2;17;0;158;632;1128;2;0;1095;637	1.680;1.001;17.000;0.000;112.810;375.592;647.653;1.197;0.000	1095	56.270	637	65.536	1.165	0.796	7	1156.933
YDR048C|Spar_4;552013;551896|WT	2499;66;171;47;0;62;1;3;1;1940;0	1399.392;33.035;171.000;34.169;0.000;36.846;0.574;1.795;0.681	1940	99.693	0	0.000	0.000	0.071	8	1677.492
YBL069W|chrII;90684;90740|90712,90740,WT,CGACGA	3;0;0;0;106;216;687;254;71;392;539	1.680;0.000;0.000;0.000;75.683;128.367;394.448;151.967;48.373	392	20.144	539	55.454	2.753	0.855	6	800.518
YLR426W|Spar_12;932285;932297|WT	0;0;4;3;0;0;0;0;0;9;14	0.000;0.000;4.000;2.181;0.000;0.000;0.000;0.000;0.000	9	0.462	14	1.440	3.117	0.350	2	6.181
YBR182C-A|chrII;595566;595555|595560,AAG	0;0;0;1;0;1;20;25;3;16;0	0.000;0.000;0.000;0.727;0.000;0.594;11.483;14.957;2.044	16	0.822	0	0.000	0.000	0.915	5	29.805
YEL048C|Spar_5;43167;43067|WT	0;659;214;0;0;1;1;0;0;143;467	0.000;329.849;214.000;0.000;0.000;0.594;0.574;0.000;0.000	143	7.349	467	48.046	6.538	0.169	4	545.017
YML021C|Spar_13;218913;218859|WT	765;30;0;0;38;1;47;1;0;430;121	428.385;15.016;0.000;0.000;27.132;0.594;26.986;0.598;0.000	430	22.097	121	12.449	0.563	0.102	6	498.711
YKL098W|Spar_11;267191;267237|WT	0;52;23;5;1;0;0;0;0;99;311	0.000;26.028;23.000;3.635;0.714;0.000;0.000;0.000;0.000	99	5.087	311	31.997	6.290	0.210	4	53.377
YPL081W|chrXVI;404917;404949|WT	0;0;0;0;0;0;0;6;17;5;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.590;11.582	5	0.257	0	0.000	0.000	0.993	2	15.172
YLR208W|Spar_12;524741;524790|WT	1;0;0;0;0;13;470;308;184;176;993	0.560;0.000;0.000;0.000;0.000;7.726;269.855;184.275;125.361	176	9.044	993	102.163	11.296	0.929	5	587.777
YOL089C|Spar_15;137888;137812|WT	9;2;2;125;980;1427;982;134;56;933;1033	5.040;1.001;2.000;90.876;699.708;848.054;563.825;80.172;38.153	933	47.945	1033	106.278	2.217	0.740	9	2328.829
YOR148C|chrXV;609232;609197|609225,AAG	30;84;0;0;7;0;0;0;0;47;0	16.799;42.045;0.000;0.000;4.998;0.000;0.000;0.000;0.000	47	2.415	0	0.000	0.000	0.111	3	63.842
YHR150W|chrVIII;397208;397250|WT	0;0;0;0;34;0;25;0;0;13;0	0.000;0.000;0.000;0.000;24.276;0.000;14.354;0.000;0.000	13	0.668	0	0.000	0.000	0.732	2	38.63
YGL147C|chrVII;228346;228329|WT	0;0;3;3;0;33;36;0;0;21;0	0.000;0.000;3.000;2.181;0.000;19.612;20.670;0.000;0.000	21	1.079	0	0.000	0.000	0.741	4	45.463
YPR169W-A|chrXVI;883226;883238|WT	0;0;0;0;0;2;0;0;0;1;0	0.000;0.000;0.000;0.000;0.000;1.189;0.000;0.000;0.000	1	0.051	0	0.000	0.000	0.732	1	1.189
YDR219C|chrIV;906923;906852|906920,906875,AAG,CGACGA	5;8;97;1704;307;10;1;2;1;948;2462	2.800;4.004;97.000;1238.826;219.194;5.943;0.574;1.197;0.681	948	48.716	2462	253.297	5.199	0.467	9	1570.219
YLR239C|chrXII;617362;617318|WT	1;203;87;1;0;1;0;1;0;161;0	0.560;101.608;87.000;0.727;0.000;0.594;0.000;0.598;0.000	161	8.273	0	0.000	0.000	0.188	6	191.087
YCR068W|chrIII;237059;237213|237154,237169,AAG,CGACGA	399;1;0;39;34;0;1;0;0;213;0	223.432;0.501;0.000;28.353;24.276;0.000;0.574;0.000;0.000	213	10.946	0	0.000	0.000	0.119	5	277.136
YOR128C|chrXV;566230;566191|WT	0;0;1;0;0;18;130;16;21;67;0	0.000;0.000;1.000;0.000;0.000;10.697;74.641;9.573;14.308	67	3.443	0	0.000	0.000	0.877	5	110.219
YKL059C|chrXI;329513;329443|WT	3;4;2;3;490;2025;1562;95;32;854;1953	1.680;2.002;2.000;2.181;349.854;1203.441;896.838;56.838;21.802	854	43.885	1953	200.930	4.579	0.777	9	2536.636
YMR189W|Spar_13;620861;620947|WT	0;1;1;0;1;407;3;0;11;173;0	0.000;0.501;1.000;0.000;0.714;241.877;1.722;0.000;7.494	173	8.890	0	0.000	0.000	0.735	6	253.308
YIR031C|Spar_9;390459;390334|390365,AAG	17223;2149;7;163;8;75;15;5;3;8429;271	9644.547;1075.640;7.000;118.503;5.712;44.572;8.612;2.991;2.044	8429	433.151	271	27.881	0.064	0.031	9	10909.621
YKL204W|chrXI;53685;53703|WT	0;0;0;0;0;0;0;3;0;1;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.795;0.000	1	0.051	0	0.000	0.000	0.971	1	1.795
YNR034W|Spar_14;666673;666782|666674,AAG	0;1;0;0;0;0;0;0;39;33;194	0.000;0.501;0.000;0.000;0.000;0.000;0.000;0.000;26.571	33	1.696	194	19.959	11.768	0.967	2	27.072
YAL032C|chrI;84494;84474|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBR207W|chrII;635060;635145|WT	6;193;370;3674;1591;334;6;2;4;2761;93	3.360;96.602;370.000;2671.037;1135.954;198.493;3.445;1.197;2.725	2761	141.883	93	9.568	0.067	0.491	9	4482.813
YNL110C|chrXIV;418526;418488|WT	0;0;0;0;0;0;0;0;7;6;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.769	6	0.308	0	0.000	0.000	1.000	1	4.769
YER147C|Spar_5;470466;470420|WT	0;1;55;110;21;0;0;0;0;139;227	0.000;0.501;55.000;79.971;14.994;0.000;0.000;0.000;0.000	139	7.143	227	23.354	3.269	0.407	4	150.466
YDR467C|chrIV;1397958;1397909|1397928,AAG	1;0;0;1;0;273;420;210;62;114;61	0.560;0.000;0.000;0.727;0.000;162.242;241.147;125.642;42.241	114	5.858	61	6.276	1.071	0.863	6	572.559
YDL059C|chrIV;345034;344953|WT	1;0;604;411;110;0;2;0;0;1377;654	0.560;0.000;604.000;298.801;78.539;0.000;1.148;0.000;0.000	1377	70.762	654	67.285	0.951	0.368	5	983.048
YJL115W|chrX;196240;196286|WT	0;0;0;16;0;1;125;140;23;56;0	0.000;0.000;0.000;11.632;0.000;0.594;71.770;83.761;15.670	56	2.878	0	0.000	0.000	0.902	5	183.427
YDR272W|chrIV;1008972;1009009|WT	0;0;0;0;0;0;18;0;0;13;0	0.000;0.000;0.000;0.000;0.000;0.000;10.335;0.000;0.000	13	0.668	0	0.000	0.000	0.877	1	10.335
YPR105C|chrXVI;739633;739569|739603,739576,ATG	1161;488;14;1;2;0;2;0;2;965;0	650.138;244.259;14.000;0.727;1.428;0.000;1.148;0.000;1.363	965	49.590	0	0.000	0.000	0.044	7	913.063
YIL027C|chrIX;304147;304104|304144,304104,WT,CGACGA	1;0;1;0;0;0;130;49;0;32;0	0.560;0.000;1.000;0.000;0.000;0.000;74.641;29.316;0.000	32	1.644	0	0.000	0.000	0.884	4	105.517
YDR340W|chrIV;1150796;1150880|1150823,AAG	5;5;1016;1765;515;36;2;3;0;2706;753	2.800;2.503;1016.000;1283.174;367.704;21.395;1.148;1.795;0.000	2706	139.056	753	77.471	0.557	0.418	8	2696.519
YOR296W|chrXV;870039;870201|870060,AAG	495;982;0;1;1;0;1;0;0;690;0	277.190;491.521;0.000;0.727;0.714;0.000;0.574;0.000;0.000	690	35.458	0	0.000	0.000	0.063	5	770.726
YDR274C|chrIV;1012108;1011960|WT	0;0;0;0;0;0;0;0;0;44;270	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	44	2.261	270	27.778	12.286	TooLow	0	0
YKR082W|chrXI;592776;592824|WT	0;0;48;138;4;0;60;0;0;102;35	0.000;0.000;48.000;100.327;2.856;0.000;34.450;0.000;0.000	102	5.242	35	3.601	0.687	0.490	4	185.633
YDR461C-A|Spar_4;1363752;1363734|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YBR028C|Spar_2;267858;267786|267842,AAG	3;5;137;1830;795;115;253;0;54;1034;0	1.680;2.503;137.000;1330.429;567.620;68.344;145.263;0.000;36.791	1034	53.135	0	0.000	0.000	0.532	8	2289.63
YBR279W|Spar_2;741087;741131|WT	0;0;0;0;0;47;16;0;0;99;40	0.000;0.000;0.000;0.000;0.000;27.932;9.187;0.000;0.000	99	5.087	40	4.115	0.809	0.770	2	37.119
YDR123C|Spar_4;691475;691382|691402,AAG	1;5;8;38;172;3;2325;746;149;1709;904	0.560;2.503;8.000;27.626;122.806;1.783;1334.922;446.328;101.515	1709	87.822	904	93.006	1.059	0.879	9	2046.043
YGL085W|chrVII;349576;349615|349606,AAG	0;26;15;0;0;0;0;0;0;28;10	0.000;13.014;15.000;0.000;0.000;0.000;0.000;0.000;0.000	28	1.439	10	1.029	0.715	0.195	2	28.014
YDL033C|Spar_4;402654;402598|WT	87;836;0;0;0;2;0;0;0;299;0	48.718;418.443;0.000;0.000;0.000;1.189;0.000;0.000;0.000	299	15.365	0	0.000	0.000	0.082	3	468.35
YLR460C|chrXII;1060933;1060887|WT	1;1;0;0;32;50;126;210;45;132;269	0.560;0.501;0.000;0.000;22.848;29.715;72.344;125.642;30.659	132	6.783	269	27.675	4.080	0.892	7	282.269
YBL032W|Spar_2;140294;140388|WT	6;217;1481;937;127;2;3;3;236;2000;0	3.360;108.615;1481.000;681.209;90.676;1.189;1.722;1.795;160.790	2000	102.776	0	0.000	0.000	0.383	9	2530.356
YKL194C|chrXI;78685;78646|WT	43;3;9;195;62;4;0;1;0;160;104	24.079;1.502;9.000;141.767;44.267;2.377;0.000;0.598;0.000	160	8.222	104	10.700	1.301	0.436	7	223.59
YDR190C|Spar_4;829150;829110|WT	0;0;0;0;0;9;0;41;1;10;53	0.000;0.000;0.000;0.000;0.000;5.349;0.000;24.530;0.681	10	0.514	53	5.453	10.609	0.927	3	30.56
YLR173W|chrXII;502335;502420|WT	3;6;3;3;724;1411;1320;400;107;1387;2286	1.680;3.003;3.000;2.181;516.927;838.546;757.891;239.318;72.900	1387	71.275	2286	235.190	3.300	0.787	9	2435.446
YGL244W|Spar_7;43605;43662|WT	0;4;0;1;281;715;1077;165;22;571;409	0.000;2.002;0.000;0.727;200.631;424.919;618.370;98.719;14.989	571	29.343	409	42.079	1.434	0.804	7	1360.357
YGL002W|Spar_7;491139;491151|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YNL309W|chrXIV;52596;52661|WT	4;1;0;0;460;854;262;2;10;577;651	2.240;0.501;0.000;0.000;328.434;507.525;150.430;1.197;6.813	577	29.651	651	66.977	2.259	0.725	7	997.14
YKL021C|Spar_11;413562;413509|WT	0;0;0;0;0;0;0;0;0;17;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	17	0.874	0	0.000	0.000	TooLow	0	0
YHR028C|chrVIII;167497;167434|WT	0;1;0;0;181;74;72;20;41;205;156	0.000;0.501;0.000;0.000;129.232;43.978;41.340;11.966;27.934	205	10.535	156	16.050	1.523	0.749	6	254.951
YDR095C|Spar_4;635270;635223|WT	5;158;45;0;1;53;1;0;0;88;136	2.800;79.084;45.000;0.000;0.714;31.497;0.574;0.000;0.000	88	4.522	136	13.992	3.094	0.278	6	159.669
YGL186C|chrVII;152844;152776|152796,152776,AAG,CGACGA	0;0;0;0;301;140;107;0;0;190;1	0.000;0.000;0.000;0.000;214.910;83.201;61.435;0.000;0.000	190	9.764	1	0.103	0.011	0.705	3	359.546
YPR161C|chrXVI;866499;866422|WT	5;5;20;1;223;1054;2510;781;304;1183;0	2.800;2.503;20.000;0.727;159.219;626.383;1441.142;467.269;207.119	1183	60.792	0	0.000	0.000	0.851	9	2927.162
YLR170C|chrXII;501070;501049|WT	0;0;0;0;0;0;10;24;5;33;35	0.000;0.000;0.000;0.000;0.000;0.000;5.742;14.359;3.407	33	1.696	35	3.601	2.123	0.953	3	23.508
YPL127C|Spar_16;334795;334771|WT	0;0;0;0;0;12;33;0;0;11;16	0.000;0.000;0.000;0.000;0.000;7.132;18.947;0.000;0.000	11	0.565	16	1.646	2.913	0.834	2	26.079
YHL034C|chrVIII;34173;34077|WT	3;0;0;28;0;1;618;899;241;192;0	1.680;0.000;0.000;20.356;0.000;0.594;354.831;537.868;164.196	192	9.867	0	0.000	0.000	0.932	6	1079.525
YGR166W|Spar_7;796676;796754|796705,AAG	9;7;3;3;3;641;3567;940;171;1283;1349	5.040;3.504;3.000;2.181;2.142;380.941;2048.029;562.398;116.504	1283	65.931	1349	138.789	2.105	0.877	9	3123.739
