Construct	RawFACS	NormFACS	RawDNA	NormDNA	RawRNA	NormRNA	TxnLevl	YFP2mCherry	NonZeroBins	TotalFacsReads
YJL047C|chrX;352223;352108|352221,AAG	12;132;19;203;1649;4439;4616;848;1465;3837;4969	6.553;132.000;12.725;105.686;703.538;2983.459;2919.896;846.922;651.084	3837	214.106	4969	349.737	1.633	0.797	9	8361.863
YJR063W|chrX;555147;555194|WT	1;0;1;0;1;0;0;34;463;66;328	0.546;0.000;0.670;0.000;0.427;0.000;0.000;33.957;205.769	66	3.683	328	23.086	6.268	0.985	5	241.369
YDR264C|Spar_4;1043780;1043713|WT	1;681;155;2;0;2;49;0;1;412;838	0.546;681.000;103.812;1.041;0.000;1.344;30.995;0.000;0.444	412	22.990	838	58.982	2.566	0.137	7	819.182
YBL014C|chrII;201768;201748|201759,AAG	0;0;0;55;148;16;0;0;6;44;80	0.000;0.000;0.000;28.634;63.143;10.754;0.000;0.000;2.667	44	2.455	80	5.631	2.294	0.561	4	105.198
YKL170W|chrXI;130560;130633|WT	2;0;0;2;123;555;150;25;0;349;1302	1.092;0.000;0.000;1.041;52.477;373.016;94.884;24.968;0.000	349	19.474	1302	91.640	4.706	0.740	6	547.478
YIL051C|Spar_9;232955;232896|WT	0;0;1;0;0;24;88;140;276;72;494	0.000;0.000;0.670;0.000;0.000;16.130;55.665;139.822;122.662	72	4.018	494	34.770	8.654	0.947	5	334.949
YGR070W|chrVII;627777;627805|WT	0;0;0;0;70;57;40;0;3;29;315	0.000;0.000;0.000;0.000;29.865;38.310;25.302;0.000;1.333	29	1.618	315	22.171	13.703	0.727	4	94.81
YDL065C|Spar_4;342182;342141|WT	1;21;1;0;111;106;214;16;25;128;199	0.546;21.000;0.670;0.000;47.358;71.243;135.368;15.980;11.111	128	7.142	199	14.006	1.961	0.746	8	303.276
YDR538W|Spar_4;1488413;1488462|WT	1;0;1;0;28;319;13;9;2;82;24	0.546;0.000;0.670;0.000;11.946;214.400;8.223;8.989;0.889	82	4.576	24	1.689	0.369	0.721	7	245.663
YHR006W|Spar_8;96378;96414|WT	0;0;0;0;0;0;0;8;12;8;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;7.990;5.333	8	0.446	0	0.000	0.000	0.974	2	13.323
YLL035W|chrXII;68526;68579|WT	0;1;0;1;84;66;239;18;20;139;150	0.000;1.000;0.000;0.521;35.838;44.359;151.182;17.977;8.889	139	7.756	150	10.558	1.361	0.818	7	259.766
YHR180W|Spar_8;443867;443971|443938,AAG	90;1209;2;149;685;0;0;0;0;830;168	49.147;1209.000;1.340;77.573;292.252;0.000;0.000;0.000;0.000	830	46.314	168	11.824	0.255	0.182	5	1629.312
YKR035W-A|Spar_11;522671;522715|WT	0;0;0;0;47;112;69;0;3;44;183	0.000;0.000;0.000;0.000;20.052;75.275;43.647;0.000;1.333	44	2.455	183	12.880	5.246	0.754	4	140.307
YBL021C|Spar_2;162330;162306|WT	0;0;0;0;0;0;14;0;0;5;19	0.000;0.000;0.000;0.000;0.000;0.000;8.856;0.000;0.000	5	0.279	19	1.337	4.792	0.890	1	8.856
YIR042C|chrIX;436073;435983|436053,AAG	2329;1525;25;3;8;1;1;1;0;1243;318	1271.810;1525.000;16.744;1.562;3.413;0.672;0.633;0.999;0.000	1243	69.360	318	22.382	0.323	0.054	8	2820.833
YEL036C|chrV;84671;84552|84612,84591,AAG,CGACGA	912;392;9075;30220;8462;112;40;7;10;16426;8252	498.021;392.000;6078.020;15733.195;3610.271;75.275;25.302;6.991;4.444	16426	916.577	8252	580.808	0.634	0.394	9	26423.519
YIR031C|chrIX;414821;414679|414798,414783,AAG,CGACGA	9005;1168;51;91;12;3;3;2;4;3541;1	4917.411;1168.000;34.157;47.377;5.120;2.016;1.898;1.997;1.778	3541	197.589	1	0.070	0.000	0.037	9	6179.754
YNL225C|chrXIV;224488;224469|WT	0;0;0;0;2;12;19;8;0;20;59	0.000;0.000;0.000;0.000;0.853;8.065;12.019;7.990;0.000	20	1.116	59	4.153	3.721	0.846	4	28.927
YGL032C|chrVII;436876;436833|WT	0;0;0;0;21;53;98;3;32;85;150	0.000;0.000;0.000;0.000;8.960;35.621;61.991;2.996;14.222	85	4.743	150	10.558	2.226	0.833	5	123.79
YLR173W|Spar_12;467471;467578|467493,AAG	2;2;178;179;2607;1789;1062;181;1;1793;1391	1.092;2.000;119.216;93.191;1112.264;1202.390;671.779;180.770;0.444	1793	100.050	1391	97.904	0.979	0.694	9	3383.146
YNL330C|Spar_14;6654;6591|WT	0;2;0;124;2;0;178;183;427;221;1099	0.000;2.000;0.000;64.557;0.853;0.000;112.596;182.767;189.770	221	12.332	1099	77.352	6.272	0.888	6	552.543
YIL024C|chrIX;309211;309171|WT	0;0;0;0;0;0;0;36;10;29;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;35.954;4.444	29	1.618	0	0.000	0.000	0.960	2	40.398
YEL003W|Spar_5;149247;149274|149266,AAG	0;0;0;0;0;0;16;7;5;3;0	0.000;0.000;0.000;0.000;0.000;0.000;10.121;6.991;2.222	3	0.167	0	0.000	0.000	0.927	3	19.334
YGR093W|chrVII;670337;670387|670338,AAG	0;0;0;0;0;6;0;17;0;25;143	0.000;0.000;0.000;0.000;0.000;4.033;0.000;16.978;0.000	25	1.395	143	10.065	7.215	0.901	2	21.011
YER158C|Spar_5;497426;497267|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR112W|chrXII;370747;370790|WT	0;97;190;0;0;2;0;0;1;102;365	0.000;97.000;127.253;0.000;0.000;1.344;0.000;0.000;0.444	102	5.692	365	25.690	4.513	0.199	4	226.041
YDR441C|Spar_4;1322826;1322740|WT	50;27;7107;14260;5236;217;341;10;12;12075;4345	27.304;27.000;4759.944;7424.069;2233.914;145.846;215.703;9.987;5.333	12075	673.789	4345	305.818	0.454	0.404	9	14849.1
YGR156W|Spar_7;776724;776831|WT	0;1;1;157;0;0;0;0;0;62;0	0.000;1.000;0.670;81.738;0.000;0.000;0.000;0.000;0.000	62	3.460	0	0.000	0.000	0.403	3	83.408
YGL083W|Spar_7;351453;351533|WT	6;70;47;335;3027;2948;1989;120;19;3689;1088	3.276;70.000;31.478;174.408;1291.455;1981.355;1258.161;119.848;8.444	3689	205.848	1088	76.578	0.372	0.708	9	4938.425
YGR209C|chrVII;913276;913227|WT	1;1;0;1;60;185;185;148;55;168;312	0.546;1.000;0.000;0.521;25.599;124.339;117.024;147.812;24.443	168	9.374	312	21.960	2.343	0.844	8	441.284
YEL048C|chrV;65173;65167|WT	0;0;0;0;16;0;0;0;0;1;0	0.000;0.000;0.000;0.000;6.826;0.000;0.000;0.000;0.000	1	0.056	0	0.000	0.000	0.581	1	6.826
YIL008W|Spar_9;318670;318747|WT	6;2;32;693;2136;404;3;0;1;1380;4043	3.276;2.000;21.432;360.791;911.314;271.529;1.898;0.000;0.444	1380	77.004	4043	284.562	3.695	0.560	8	1572.684
YHR059W|chrVIII;220055;220107|220064,220079,AAG	2;0;0;64;481;779;348;2;54;507;2356	1.092;0.000;0.000;33.320;205.216;523.567;220.131;1.997;23.999	507	28.291	2356	165.824	5.861	0.722	7	1009.322
YML068W|chrXIII;137450;137549|137492,137498,AAG	1641;1137;4;24;3;2;5;0;4;1676;930	896.110;1137.000;2.679;12.495;1.280;1.344;3.163;0.000;1.778	1676	93.521	930	65.457	0.700	0.058	8	2055.849
YBR182C-A|chrII;595566;595555|WT	0;3;5;0;0;0;0;0;0;10;22	0.000;3.000;3.349;0.000;0.000;0.000;0.000;0.000;0.000	10	0.558	22	1.548	2.774	0.177	2	6.349
YOL158C|chrXV;21333;21311|21325,AAG	0;0;1;0;0;33;1;1;1;27;37	0.000;0.000;0.670;0.000;0.000;22.179;0.633;0.999;0.444	27	1.507	37	2.604	1.728	0.726	5	24.925
YBR091C|Spar_2;399824;399794|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YER060W|chrV;274454;274566|WT	3;41;136;2844;2550;317;4;41;0;2302;137	1.638;41.000;91.087;1480.649;1087.945;213.056;2.530;40.948;0.000	2302	128.452	137	9.643	0.075	0.495	8	2958.853
YCR073C|Spar_3;230904;230869|WT	0;0;0;0;0;0;83;0;0;9;0	0.000;0.000;0.000;0.000;0.000;0.000;52.502;0.000;0.000	9	0.502	0	0.000	0.000	0.890	1	52.502
YLR010C|chrXII;167813;167802|WT	0;0;0;3;1;0;0;0;0;12;0	0.000;0.000;0.000;1.562;0.427;0.000;0.000;0.000;0.000	12	0.670	0	0.000	0.000	0.469	2	1.989
YNR040W|Spar_14;676101;676118|676112,AAG	0;0;21;116;4;0;0;0;0;38;86	0.000;0.000;14.065;60.392;1.707;0.000;0.000;0.000;0.000	38	2.120	86	6.053	2.855	0.391	3	76.164
YHL002W|Spar_8;87569;87732|87626,AAG	1964;88;78;0;4;1;1;0;0;1114;113	1072.492;88.000;52.241;0.000;1.707;0.672;0.633;0.000;0.000	1114	62.162	113	7.953	0.128	0.037	6	1215.745
YKR044W|chrXI;521866;522014|521882,521888,AAG	1;1;1;478;1371;1160;2;1;0;1547;213	0.546;1.000;0.670;248.857;584.930;779.638;1.265;0.999;0.000	1547	86.323	213	14.992	0.174	0.620	8	1617.905
YBR097W|Spar_2;409211;409258|WT	0;1;0;0;112;80;0;0;25;124;36	0.000;1.000;0.000;0.000;47.784;53.768;0.000;0.000;11.111	124	6.919	36	2.534	0.366	0.678	4	113.663
YMR294W|Spar_13;805091;805109|WT	0;20;18;0;0;0;0;0;0;32;35	0.000;20.000;12.056;0.000;0.000;0.000;0.000;0.000;0.000	32	1.786	35	2.463	1.379	0.154	2	32.056
YOL085W-A|chrXV;161496;161578|161512,AAG	13;59;11;59;2601;7416;6758;908;858;4999;3892	7.099;59.000;7.367;30.717;1109.704;4984.305;4274.839;906.846;381.317	4999	278.946	3892	273.934	0.982	0.789	9	11761.194
YAL027W|Spar_1;69923;69980|WT	0;0;7;100;96;26;84;1;0;129;489	0.000;0.000;4.688;52.062;40.958;17.475;53.135;0.999;0.000	129	7.198	489	34.418	4.782	0.634	6	169.317
YML100W|chrXIII;70563;70623|70601,70623,WT,CGACGA	6;0;0;33;1043;1573;569;53;4;786;2915	3.276;0.000;0.000;17.181;444.991;1057.216;359.927;52.933;1.778	786	43.859	2915	205.169	4.678	0.720	7	1937.302
YKL092C|chrXI;269535;269459|WT	4;1;13;0;184;1943;1611;212;143;1224;1719	2.184;1.000;8.707;0.000;78.503;1305.893;1019.054;211.731;63.553	1224	68.300	1719	120.990	1.771	0.801	8	2690.625
YOR316C|chrXV;907676;907555|WT	2;0;0;1;4;529;578;94;104;185;772	1.092;0.000;0.000;0.521;1.707;355.542;365.620;93.881;46.220	185	10.323	772	54.336	5.264	0.829	7	864.583
YMR220W|chrXIII;712297;712315|WT	0;0;0;0;0;48;4;4;13;24;45	0.000;0.000;0.000;0.000;0.000;32.261;2.530;3.995;5.778	24	1.339	45	3.167	2.365	0.785	4	44.564
YDR179W-A|Spar_4;806660;806752|806745,AAG	5;6;158;4341;3118;6;2;1;1;2955;5303	2.730;6.000;105.821;2260.020;1330.279;4.033;1.265;0.999;0.444	2955	164.890	5303	373.246	2.264	0.469	9	3711.591
YBL055C|chrII;116832;116829|WT	0;0;0;24;0;11;0;0;0;0;0	0.000;0.000;0.000;12.495;0.000;7.393;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	0.528	2	19.888
YLR150W|chrXII;440440;440466|WT	0;0;0;0;0;0;0;0;0;12;28	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	12	0.670	28	1.971	2.942	TooLow	0	0
YGR173W|Spar_7;810114;810155|WT	0;0;0;1;0;0;56;97;60;42;151	0.000;0.000;0.000;0.521;0.000;0.000;35.423;96.877;26.666	42	2.344	151	10.628	4.534	0.945	4	159.487
YHR142W|chrVIII;383428;383537|383498,383513,WT,CGACGA	0;0;0;0;0;148;0;0;0;98;0	0.000;0.000;0.000;0.000;0.000;99.471;0.000;0.000;0.000	98	5.468	0	0.000	0.000	0.716	1	99.471
YGL050W|Spar_7;401882;401957|WT	0;0;0;0;310;247;116;0;0;242;273	0.000;0.000;0.000;0.000;132.260;166.009;73.377;0.000;0.000	242	13.504	273	19.215	1.423	0.702	3	371.646
YGL019W|chrVII;458065;458155|WT	3;1;0;0;175;42;763;122;0;373;0	1.638;1.000;0.000;0.000;74.663;28.228;482.643;121.845;0.000	373	20.814	0	0.000	0.000	0.857	6	710.017
YGL193C|chrVII;142321;142227|WT	7656;220;4;1;245;2;6;1;1;3771;288	4180.755;220.000;2.679;0.521;104.528;1.344;3.795;0.999;0.444	3771	210.423	288	20.271	0.096	0.037	9	4515.065
YKR057W|chrXI;551648;551656|WT	0;0;0;0;0;0;0;0;0;1;5	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	1	0.056	5	0.352	6.286	TooLow	0	0
YLR310C|Spar_12;710703;710558|WT	0;1;2;1;475;0;1;0;0;386;0	0.000;1.000;1.340;0.521;202.656;0.000;0.633;0.000;0.000	386	21.539	0	0.000	0.000	0.574	5	206.15
YDR211W|Spar_4;860068;860133|WT	0;0;0;0;1;0;0;20;0;27;0	0.000;0.000;0.000;0.000;0.427;0.000;0.000;19.975;0.000	27	1.507	0	0.000	0.000	0.937	2	20.402
YOR018W|chrXV;364321;364368|WT	2;0;1;10;149;229;4;61;0;181;745	1.092;0.000;0.670;5.206;63.570;153.911;2.530;60.922;0.000	181	10.100	745	52.436	5.192	0.726	7	287.901
YKR011C|chrXI;462804;462696|WT	2;3;1;0;154;161;1141;1570;1255;1427;1361	1.092;3.000;0.670;0.000;65.703;108.208;721.751;1568.005;557.754	1427	79.627	1361	95.792	1.203	0.929	8	3026.183
YGR168C|chrVII;834546;834482|834507,834486,AAG	0;0;1;31;345;829;400;84;23;639;904	0.000;0.000;0.670;16.139;147.193;557.172;253.024;83.893;10.222	639	35.656	904	63.627	1.784	0.755	7	1068.313
YLR347C|chrXII;826533;826413|WT	175;7;2;7;5;347;3264;1323;2886;2071;3243	95.563;7.000;1.340;3.644;2.133;233.219;2064.675;1321.319;1282.613	2071	115.563	3243	228.255	1.975	0.908	9	5011.506
YER024W|chrV;202071;202191|WT	36;98;0;0;0;2;0;0;0;154;116	19.659;98.000;0.000;0.000;0.000;1.344;0.000;0.000;0.000	154	8.593	116	8.165	0.950	0.078	3	119.003
YLL010C|chrXII;130782;130613|WT	0;0;1;1;576;596;119;53;0;545;195	0.000;0.000;0.670;0.521;245.748;400.573;75.275;52.933;0.000	545	30.411	195	13.725	0.451	0.706	6	775.72
YCR077C|chrIII;252651;252628|WT	0;0;0;0;1;0;33;26;64;16;75	0.000;0.000;0.000;0.000;0.427;0.000;20.874;25.967;28.443	16	0.893	75	5.279	5.912	0.949	4	75.711
YBL033C|Spar_2;139926;139876|WT	0;1;0;11;236;236;506;39;12;287;544	0.000;1.000;0.000;5.727;100.688;158.616;320.075;38.950;5.333	287	16.015	544	38.289	2.391	0.795	7	630.389
YPL018W|Spar_16;537099;537113|WT	0;0;0;0;0;19;18;6;0;18;68	0.000;0.000;0.000;0.000;0.000;12.770;11.386;5.992;0.000	18	1.004	68	4.786	4.767	0.830	3	30.148
YOR223W|chrXV;759753;759781|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YLR409C|Spar_12;893454;893396|WT	1;0;2;0;74;82;429;270;692;377;1274	0.546;0.000;1.340;0.000;31.572;55.112;271.368;269.657;307.543	377	21.037	1274	89.669	4.262	0.922	7	937.138
YGL001C|Spar_7;493216;493151|WT	0;1;0;11;101;588;561;53;36;293;1087	0.000;1.000;0.000;5.727;43.091;395.196;354.866;52.933;15.999	293	16.350	1087	76.507	4.679	0.796	7	868.812
YCL056C|chrIII;27361;27359|WT	0;0;10;16;0;1;0;0;0;2;97	0.000;0.000;6.698;8.330;0.000;0.672;0.000;0.000;0.000	2	0.112	97	6.827	60.955	0.375	3	15.7
YOL121C|chrXV;92870;92850|WT	0;0;0;0;0;0;50;15;20;17;5	0.000;0.000;0.000;0.000;0.000;0.000;31.628;14.981;8.889	17	0.949	5	0.352	0.371	0.925	3	55.498
YNL254C|chrXIV;169296;169248|WT	0;43;57;0;0;0;0;0;0;89;0	0.000;43.000;38.176;0.000;0.000;0.000;0.000;0.000;0.000	89	4.966	0	0.000	0.000	0.171	2	81.176
YCL050C|Spar_3;40094;40034|WT	0;0;0;0;0;0;23;8;44;24;0	0.000;0.000;0.000;0.000;0.000;0.000;14.549;7.990;19.555	24	1.339	0	0.000	0.000	0.953	3	42.094
YEL036C|chrV;84684;84552|84612,84591,WT,CGACGA	201;3528;21944;5676;247;283;22;4;10;14444;6688	109.761;3528.000;14697.088;2955.050;105.381;190.205;13.916;3.995;4.444	14444	805.980	6688	470.727	0.584	0.268	9	21607.84
YGL257C|Spar_7;16359;16212|16258,AAG	0;0;0;38;0;1;0;0;0;154;131	0.000;0.000;0.000;19.784;0.000;0.672;0.000;0.000;0.000	154	8.593	131	9.220	1.073	0.427	2	20.456
YJL045W|chrX;355879;356023|355999,AAG	718;77;0;0;0;0;2;0;0;480;0	392.082;77.000;0.000;0.000;0.000;0.000;1.265;0.000;0.000	480	26.784	0	0.000	0.000	0.033	3	470.347
YDL056W|chrIV;352781;352876|352853,352859,AAG	18;21;5;306;8023;4079;1401;187;160;5258;3965	9.829;21.000;3.349;159.310;3422.974;2741.502;886.216;186.762;71.108	5258	293.398	3965	279.072	0.951	0.674	9	7502.05
YGR060W|chrVII;610517;610563|WT	0;0;0;0;1;0;9;1;21;41;231	0.000;0.000;0.000;0.000;0.427;0.000;5.693;0.999;9.333	41	2.288	231	16.259	7.106	0.938	4	16.452
YJL210W|chrX;36866;36918|WT	2;0;0;67;997;164;31;20;15;192;630	1.092;0.000;0.000;34.882;425.365;110.225;19.609;19.975;6.666	192	10.714	630	44.342	4.139	0.620	7	617.814
YAR068W|chrI;222256;222405|WT	134;16;963;6487;1345;5;1;2;1;3210;970	73.174;16.000;644.973;3377.275;573.838;3.361;0.633;1.997;0.444	3210	179.119	970	68.272	0.381	0.408	9	4691.695
YPR103W|chrXVI;732319;732348|WT	0;0;0;0;0;0;10;16;6;5;0	0.000;0.000;0.000;0.000;0.000;0.000;6.326;15.980;2.667	5	0.279	0	0.000	0.000	0.943	3	24.973
YOR172W|chrXV;654182;654209|654185,AAG	0;0;6;27;0;0;0;0;0;3;0	0.000;0.000;4.019;14.057;0.000;0.000;0.000;0.000;0.000	3	0.167	0	0.000	0.000	0.379	2	18.076
YPR059C|chrXVI;674792;674700|674780,AAG	0;0;0;0;120;1;0;42;0;115;0	0.000;0.000;0.000;0.000;51.197;0.672;0.000;41.947;0.000	115	6.417	0	0.000	0.000	0.748	3	93.816
YDR465C|Spar_4;1372594;1372544|WT	1;1;152;98;26;26;1;1;0;127;577	0.546;1.000;101.803;51.021;11.093;17.475;0.633;0.999;0.000	127	7.087	577	40.611	5.730	0.379	8	184.57
YDR260C|chrIV;977239;977229|WT	0;0;0;0;5;0;0;0;4;11;31	0.000;0.000;0.000;0.000;2.133;0.000;0.000;0.000;1.778	11	0.614	31	2.182	3.554	0.748	2	3.911
YBR278W|Spar_2;740173;740181|WT	0;0;0;0;0;0;21;5;18;12;0	0.000;0.000;0.000;0.000;0.000;0.000;13.284;4.994;8.000	12	0.670	0	0.000	0.000	0.937	3	26.278
YLR117C|chrXII;384562;384534|WT	0;0;0;0;0;6;68;31;48;31;125	0.000;0.000;0.000;0.000;0.000;4.033;43.014;30.961;21.332	31	1.730	125	8.798	5.086	0.925	4	99.34
YMR083W|Spar_13;413846;413932|WT	1;1;63;2;643;389;1191;75;0;599;263	0.546;1.000;42.195;1.041;274.333;261.448;753.379;74.905;0.000	599	33.424	263	18.511	0.554	0.780	8	1408.847
YNL151C|chrXIV;348529;348521|WT	0;0;0;0;0;0;0;1;13;16;15	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.999;5.778	16	0.893	15	1.056	1.183	0.994	2	6.777
YMR003W|chrXIII;273076;273117|WT	0;0;1;0;63;41;88;6;0;58;109	0.000;0.000;0.670;0.000;26.879;27.556;55.665;5.992;0.000	58	3.236	109	7.672	2.371	0.776	5	116.762
YDR175C|Spar_4;801513;801460|WT	1;0;1;15;128;222;94;0;0;203;1176	0.546;0.000;0.670;7.809;54.611;149.207;59.461;0.000;0.000	203	11.327	1176	82.771	7.307	0.714	6	272.304
YOL039W|Spar_15;238903;238925|WT	0;0;0;0;10;0;26;0;0;4;0	0.000;0.000;0.000;0.000;4.266;0.000;16.447;0.000;0.000	4	0.223	0	0.000	0.000	0.820	2	20.713
YDR377W|chrIV;1228515;1228610|1228549,1228573,AAG,CGACGA	9;6;3;2;1713;3503;3248;276;0;2256;3197	4.915;6.000;2.009;1.041;730.843;2354.372;2054.554;275.649;0.000	2256	125.886	3197	225.017	1.787	0.774	8	5429.383
YNL136W|chrXIV;370343;370367|370363,AAG	0;1;0;0;0;0;14;11;0;5;0	0.000;1.000;0.000;0.000;0.000;0.000;8.856;10.986;0.000	5	0.279	0	0.000	0.000	0.849	3	20.842
YCR009C|chrIII;131598;131542|WT	1;0;0;0;1;0;202;94;344;108;0	0.546;0.000;0.000;0.000;0.427;0.000;127.777;93.881;152.882	108	6.026	0	0.000	0.000	0.948	5	375.513
YER127W|chrV;414463;414480|WT	0;0;0;0;0;0;5;2;0;3;65	0.000;0.000;0.000;0.000;0.000;0.000;3.163;1.997;0.000	3	0.167	65	4.575	27.395	0.912	2	5.16
YER138W-A|chrV;449319;449473|449452,AAG	67;97;1;0;0;0;0;0;0;229;0	36.587;97.000;0.670;0.000;0.000;0.000;0.000;0.000;0.000	229	12.778	0	0.000	0.000	0.063	3	134.257
YML120C|chrXIII;29867;29807|WT	0;0;0;149;1;0;0;0;0;74;0	0.000;0.000;0.000;77.573;0.427;0.000;0.000;0.000;0.000	74	4.129	0	0.000	0.000	0.415	2	78
YNL237W|chrXIV;205126;205187|WT	0;0;3;9;380;447;27;0;0;311;581	0.000;0.000;2.009;4.686;162.125;300.429;17.079;0.000;0.000	311	17.354	581	40.893	2.356	0.672	5	486.328
YOL077W-A|chrXV;185403;185437|WT	0;0;0;0;0;19;37;0;18;8;83	0.000;0.000;0.000;0.000;0.000;12.770;23.405;0.000;8.000	8	0.446	83	5.842	13.099	0.863	3	44.175
YDR038C|chrIV;530807;530697|530745,530706,WT,CGACGA	58;1364;39;0;2;4;0;0;0;1137;342	31.672;1364.000;26.120;0.000;0.853;2.688;0.000;0.000;0.000	1137	63.445	342	24.071	0.379	0.082	5	1425.333
YAR053W|chrI;208221;208366|208222,AAG	0;0;0;0;35;1;0;0;0;39;9	0.000;0.000;0.000;0.000;14.933;0.672;0.000;0.000;0.000	39	2.176	9	0.633	0.291	0.589	2	15.605
YDR288W|Spar_4;1081291;1081360|WT	0;0;2;1;0;154;682;170;210;509;972	0.000;0.000;1.340;0.521;0.000;103.504;431.406;169.784;93.329	509	28.402	972	68.413	2.409	0.892	6	799.884
YCR011C|chrIII;137001;136873|136911,136743,AAG	2;0;0;44;2;252;151;1;47;460;0	1.092;0.000;0.000;22.907;0.853;169.370;95.517;0.999;20.888	460	25.668	0	0.000	0.000	0.762	7	311.626
YNL213C|Spar_14;230918;230815|WT	30;596;9522;1375;69;12;6;4;4;5922;6451	16.382;596.000;6377.400;715.855;29.439;8.065;3.795;3.995;1.778	5922	330.450	6451	454.046	1.374	0.277	9	7752.709
YGL186C|chrVII;152844;152776|152796,152776,ATG	0;40;0;0;1;0;0;0;0;135;0	0.000;40.000;0.000;0.000;0.427;0.000;0.000;0.000;0.000	135	7.533	0	0.000	0.000	0.089	2	40.427
YKL053C-A|chrXI;339528;339442|WT	5;2;1330;852;1;43;65;0;2;762;650	2.730;2.000;890.773;443.570;0.427;28.900;41.116;0.000;0.889	762	42.520	650	45.750	1.076	0.347	8	1410.405
YMR196W|chrXIII;655008;655075|WT	2;0;0;1;1;0;908;169;327;406;245	1.092;0.000;0.000;0.521;0.427;0.000;574.364;168.785;145.327	406	22.655	245	17.244	0.761	0.918	6	890.516
YDR346C|chrIV;1168789;1168659|1168712,1168658,AAG	0;0;0;0;1;0;215;1;203;135;34	0.000;0.000;0.000;0.000;0.427;0.000;136.000;0.999;90.218	135	7.533	34	2.393	0.318	0.933	4	227.644
YPR032W|chrXVI;634072;634122|WT	0;0;1;0;32;0;0;0;0;17;391	0.000;0.000;0.670;0.000;13.653;0.000;0.000;0.000;0.000	17	0.949	391	27.520	28.999	0.560	2	14.323
YIR029W|Spar_9;386383;386475|386410,AAG	2071;1378;30;12;7;8;3;31;1;2143;538	1130.923;1378.000;20.093;6.247;2.987;5.377;1.898;30.961;0.444	2143	119.580	538	37.867	0.317	0.068	9	2576.93
YJL004C|Spar_10;423000;422987|WT	0;0;0;1;27;14;0;0;0;6;3	0.000;0.000;0.000;0.521;11.519;9.409;0.000;0.000;0.000	6	0.335	3	0.211	0.630	0.632	3	21.449
YNL289W|chrXIV;87758;87896|87834,87945,WT,CGACGA	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YDR494W|chrIV;1436896;1436929|WT	0;0;0;0;7;5;0;13;2;34;60	0.000;0.000;0.000;0.000;2.987;3.361;0.000;12.983;0.889	34	1.897	60	4.223	2.226	0.858	4	20.22
YDL222C|chrIV;61902;61801|WT	2;0;0;2;100;332;461;135;522;737;755	1.092;0.000;0.000;1.041;42.665;223.138;291.610;134.828;231.990	737	41.125	755	53.140	1.292	0.868	7	926.364
YBR268W|Spar_2;721189;721202|WT	1;0;0;0;10;6;60;0;5;18;131	0.546;0.000;0.000;0.000;4.266;4.033;37.954;0.000;2.222	18	1.004	131	9.220	9.183	0.833	5	49.021
YJR098C|chrX;615203;615156|WT	0;0;0;0;0;0;153;0;11;28;24	0.000;0.000;0.000;0.000;0.000;0.000;96.782;0.000;4.889	28	1.562	24	1.689	1.081	0.896	2	101.671
YKL039W|Spar_11;376102;376273|WT	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YPL148C|Spar_16;297981;297895|WT	3915;7353;134;456;18;23;61;3;11;8667;6558	2137.886;7353.000;89.747;237.404;7.680;15.458;38.586;2.996;4.889	8667	483.622	6558	461.577	0.954	0.080	9	9887.646
YEL019C|Spar_5;99953;99944|WT	0;0;0;0;0;0;2;11;29;28;100	0.000;0.000;0.000;0.000;0.000;0.000;1.265;10.986;12.888	28	1.562	100	7.038	4.506	0.972	3	25.139
YIL075C|Spar_9;197349;197312|WT	0;0;0;33;9;0;121;25;59;51;228	0.000;0.000;0.000;17.181;3.840;0.000;76.540;24.968;26.221	51	2.846	228	16.048	5.639	0.856	5	148.75
YLR152C|chrXII;444827;444688|444760,444709,AAG	0;0;0;0;0;0;0;0;0;0;0	0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000	0	0.000	0	0.000	LowReads	TooLow	0	0
YOR072W|chrXV;461463;461501|WT	0;0;0;0;17;4;27;0;0;67;45	0.000;0.000;0.000;0.000;7.253;2.688;17.079;0.000;0.000	67	3.739	45	3.167	0.847	0.787	3	27.02
