Constructs	TotalFacsReads_R1	TotalFacsReads_R2	TotalFacsReads_R3	AverageFacsReads
YNL090W|chrXIV;456419;456564|456524,456565,ATG	11.531	21.817	8.345	13.897666666666666
YBR059C|Spar_2;332806;332672|WT	812.683	998.433	567.937	793.0176666666666
YBR126C|Spar_2;463119;463012|WT	2176.964	2743.964	1910.894	2277.274
YGL103W|chrVII;310950;310966|WT	1352.161	1925.513	1646.22	1641.298
YMR290C|chrXIII;851613;851591|WT	2462.51	1883.169	1136.002	1827.227
YNL307C|chrXIV;57736;57573|57668,57578,AAG,CGACGA	2620.453	2995.238	2916.668	2844.119666666667
YLR154C|chrXII;448369;448314|WT	3500.641	3651.647	1984.353	3045.547
YIL143C|chrIX;83068;83041|WT	2146.013	1781.452	1791.513	1906.326
YLR372W|chrXII;867209;867353|867330,867357,AAG,CGACGA	2848.478	2192.583	2805.897	2615.6526666666664
YMR117C|Spar_13;481629;481582|WT	2078.268	1862.871	1431.768	1790.969
YPL268W|Spar_16;57085;57133|57130,AAG	129.227	988.347	158.15	425.2413333333334
YPR073C|chrXVI;692480;692418|WT	2818.941	3043.773	3291.4	3051.371333333333
YBL069W|chrII;90684;90740|90712,90740,AAG,CGACGA	1733.88	2017.889	1042.541	1598.1033333333335
YDR076W|Spar_4;597224;597276|597269,AAG	3049.623	3979.034	3217.546	3415.401
YER147C|chrV;464882;464842|WT	331.659	172.14	236.173	246.65733333333333
YGL123W|chrVII;277518;277616|277565,277613,WT,CGACGA	497.698	377.036	198.067	357.6003333333333
YGR119C|chrVII;729760;729671|729717,729675,WT,CGACGA	273.751	214.654	219.339	235.91466666666665
YDL059C|chrIV;345034;344953|345019,AAG	637.568	775.136	686.815	699.8396666666667
YER025W|Spar_5;206359;206393|WT	769.986	752.318	532.064	684.7893333333333
YIL117C|chrIX;141635;141569|141589,141565,WT,CGACGA	875.025	1831.396	705.626	1137.349
YPL067C|chrXVI;425904;425847|425901,425862,WT,CGACGA	238.974	486.196	285.147	336.77233333333334
YDR490C|chrIV;1434331;1434268|WT	100.107	41.059	23.54	54.901999999999994
YKR067W|Spar_11;582308;582396|WT	41.105	492.868	474.227	336.06666666666666
YNL121C|Spar_14;385068;385020|WT	170.898	476.765	874.181	507.28133333333335
YBR154C|chrII;549100;549009|549047,548951,WT,CGACGA	422.585	669.447	620.499	570.8436666666666
YAR014C|Spar_1;138436;138288|WT	85.501	159.919	97.786	114.402
YLR265C|Spar_12;628943;628898|WT	1296.466	947.942	1137.245	1127.2176666666667
YNL164C|Spar_14;310780;310616|WT	1927.853	2148.91	1291.367	1789.3766666666668
YML002W|Spar_13;252169;252202|WT	1008.219	916.028	1072.473	998.9066666666668
YPL194W|chrXVI;179206;179276|WT	12766.224	10113.834	9143.148	10674.402
YBR288C|Spar_2;759385;759332|WT	6126.34	5891.335	5206.5	5741.391666666666
YBR047W|Spar_2;303827;303909|303883,AAG	5195.923	5288.913	5090.425	5191.7536666666665
YMR240C|Spar_13;699475;699388|WT	8242.359	9014.421	4278.149	7178.309666666667
YNL090W|chrXIV;456419;456564|456529,456652,AAG,CGACGA	9566.54	10246.291	8219.261	9344.030666666666
YOL120C|chrXV;94422;94402|WT	271.053	250.14	202.936	241.37633333333335
YAL047C|chrI;56878;56857|WT	1053.939	1170.665	2170.797	1465.1336666666666
YDR180W|chrIV;821151;821294|821214,821244,AAG,CGACGA	2354.382	1861.971	1643.137	1953.1633333333332
YLR234W|chrXII;609742;609782|WT	2487.439	3120.445	1771.817	2459.9003333333335
YFR051C|chrVI;251856;251803|WT	3393.562	2677.064	3537.197	3202.607666666667
YLR284C|chrXII;707083;707040|WT	23.122	30.208	24.033	25.787666666666667
YDR162C|Spar_4;771445;771306|WT	68.764	102.086	71.378	80.74266666666666
YKR092C|chrXI;613914;613885|WT	1190.161	1070.019	576.625	945.6016666666668
YHR151C|Spar_8;379535;379364|WT	3.013	7.726	42.964	17.901
YGL234W|Spar_7;58551;58570|WT	223.547	254.418	186.713	221.55933333333334
YHR155W|chrVIII;407015;407102|407017,AAG	46.643	55.587	94.965	65.73166666666667
YHR179W|chrVIII;462444;462501|WT	296.242	223.59	290.212	270.01466666666664
YLR350W|Spar_12;783216;783266|WT	10263.105	9983.159	9065.457	9770.573666666665
YNL244C|chrXIV;187514;187496|WT	11326.704	10439.237	8772.215	10179.385333333334
YOL108C|Spar_15;102263;102236|WT	11229.297	11702.052	8331.389	10420.912666666667
YPL075W|Spar_16;437269;437357|WT	801.06	667.75	461.665	643.4916666666667
YDR395W|chrIV;1263201;1263323|1263282,1263348,WT,CGACGA	0.633	8.936	23.395	10.988
YBR252W|Spar_2;702486;702516|WT	407.593	872.516	323.083	534.3973333333333
YNL161W|chrXIV;332425;332596|332563,332578,WT,CGACGA	664.236	427.267	488.056	526.5196666666667
YBL082C|chrII;71159;71127|WT	123.705	70.961	77.265	90.64366666666666
YDL017W|chrIV;424153;424208|WT	25.917	34.94	18.552	26.469666666666665
YDR449C|Spar_4;1336972;1336918|WT	98.178	166.964	453.596	239.57933333333335
YGL038C|chrVII;426825;426804|WT	11486.923	10399.09	9140.446	10342.153
YHR168W|chrVIII;440328;440376|WT	8746.081	7409.605	6589.102	7581.5960000000005
YOR097C|chrXV;507567;507505|507534,507505,AAG,CGACGA	240.084	78.957	68.103	129.048
YPL019C|chrXVI;517153;517018|517038,517020,WT,CGACGA	4.11	2.991	10.0	5.700333333333333
YDR219C|chrIV;906923;906852|906920,906875,ATG	36.371	125.23	13.546	58.38233333333333
YJR053W|chrX;533991;534026|WT	29.503	24.711	12.83	22.348
YGR251W|chrVII;995593;995638|WT	2.667	8.176	5.054	5.299
YKR072C|Spar_11;592656;592626|WT	9.777	19.796	10.243	13.272
YIL046W|Spar_9;243237;243270|WT	120.658	87.62	139.763	116.01366666666668
YDR123C|chrIV;699538;699468|699488,AAG	659.215	481.975	278.47	473.22
YPL214C|chrXVI;150275;150191|150247,150220,AAG	125.113	77.359	65.52	89.33066666666666
YIL126W|chrIX;117921;117991|117939,117954,AAG	937.875	1024.035	696.543	886.151
YDL230W|chrIV;42669;42699|WT	1820.842	2041.248	2053.555	1971.881666666667
YFR021W|chrVI;194717;194811|WT	2106.258	2027.788	2480.652	2204.8993333333333
YDR038C|chrIV;530793;530697|530745,530706,AAG,CGACGA	37.753	33.204	32.647	34.53466666666666
YIL109C|chrIX;160252;160165|160207,160192,WT,CGACGA	224.227	413.389	295.044	310.88666666666666
YMR293C|Spar_13;804978;804941|804949,AAG	1654.478	2220.062	1324.887	1733.1423333333332
YBR129C|Spar_2;468036;467987|WT	23.892	21.025	28.839	24.585333333333335
YDL120W|chrIV;245842;245922|WT	97.135	29.565	31.739	52.812999999999995
YJL052W|chrX;338196;338270|338210,338252,AAG,CGACGA	140.975	93.712	95.453	110.04666666666667
YDL110C|Spar_4;269942;269885|WT	73.68	143.107	140.849	119.21199999999999
YDR321W|Spar_4;1146851;1146881|WT	11.072	70.696	7.605	29.791
YGL010W|Spar_7;472044;472129|472066,AAG	50.257	96.674	20.029	55.653333333333336
YGL197W|chrVII;124574;124697|124589,124607,AAG	271.5	181.842	425.446	292.9293333333333
YIL075C|Spar_9;197349;197312|WT	2947.687	1933.192	2534.954	2471.9443333333334
YOR165W|Spar_15;590919;590957|WT	2172.697	1105.374	260.502	1179.5243333333333
YNL331C|Spar_14;4689;4536|4634,AAG	553.735	341.319	656.505	517.1863333333334
YHR134W|Spar_8;350636;350655|WT	1490.364	574.911	721.918	929.0643333333334
YER019C-A|Spar_5;195779;195754|WT	527.272	449.815	536.827	504.638
YGR158C|chrVII;806066;806021|WT	1160.215	2582.117	959.335	1567.2223333333334
YJR097W|chrX;612349;612412|WT	756.915	638.111	659.17	684.732
YPR201W|chrXVI;939892;939921|WT	663.043	1477.543	990.557	1043.7143333333333
YDR109C|Spar_4;667804;667636|667782,AAG	1949.23	458.689	1329.952	1245.957
YNL065W|chrXIV;503630;503723|WT	1636.739	1812.269	1569.77	1672.9260000000002
YLR049C|Spar_12;227565;227510|WT	913.448	419.113	297.461	543.3406666666666
YMR034C|chrXIII;340828;340722|340828,AAG	1975.655	635.044	1058.893	1223.1973333333333
YPL172C|chrXVI;225870;225741|WT	4332.726	2736.167	1450.835	2839.909333333333
YBR115C|chrII;473999;473926|WT	433.997	935.505	1127.923	832.475
YDL015C|Spar_4;435600;435546|WT	1761.687	1010.037	1455.927	1409.2169999999999
YFL017W-A|Spar_6;137883;137924|WT	49.517	50.071	36.694	45.42733333333333
YMR111C|chrXIII;493894;493792|WT	145.601	93.997	60.087	99.895
YOR288C|Spar_15;793638;793577|WT	1285.984	1428.274	835.845	1183.3676666666668
YIL029C|chrIX;301362;301257|301327,301303,AAG	703.665	1073.144	587.192	788.0003333333334
YHR214W|chrVIII;541570;541650|WT	4176.477	4274.104	4383.272	4277.951
YLR099W-A|chrXII;341298;341324|WT	6146.227	5475.053	4822.491	5481.2570000000005
YGR044C|chrVII;583929;583892|WT	513.66	322.29	458.33	431.4266666666667
YML116W|chrXIII;38114;38195|38142,38172,AAG	378.156	659.952	454.937	497.6816666666667
YNL240C|chrXIV;200024;199977|WT	3484.448	4338.924	6261.515	4694.962333333333
YPR130C|chrXVI;793874;793781|793872,AAG	5126.548	5634.289	4882.819	5214.552
YIR002C|chrIX;360462;360396|WT	3018.915	2122.154	1000.283	2047.1173333333334
YMR234W|chrXIII;740173;740265|740184,740199,AAG,CGACGA	3504.441	4220.442	4861.583	4195.488666666667
YNL113W|Spar_14;397281;397338|397288,AAG	3328.716	2955.969	2484.708	2923.131
YOL012C|chrXV;304081;303983|WT	665.705	568.873	356.363	530.3136666666667
YNL295W|chrXIV;76808;76945|76920,76945,ATG	613.113	712.486	627.756	651.1183333333333
YCL012C|Spar_3;83232;83197|WT	80.208	198.523	169.833	149.52133333333333
YDR219C|chrIV;906988;906852|906920,906875,AAG,CGACGA	245.422	166.126	132.538	181.362
YDR297W|Spar_4;1100743;1100797|WT	310.673	383.357	305.656	333.22866666666664
YFL039C|chrVI;54796;54696|WT	481.088	700.351	315.623	499.0206666666667
YGR207C|chrVII;911658;911628|WT	179.302	180.68	171.754	177.24533333333332
YGL035C|chrVII;433129;433062|433125,433107,WT,CGACGA	52.87	25.03	16.375	31.425
YGL224C|Spar_7;79225;79137|WT	80.567	28.623	30.48	46.556666666666665
YGR193C|Spar_7;851656;851555|WT	1272.947	1247.446	1694.353	1404.9153333333334
YIL003W|Spar_9;325278;325301|WT	1029.507	694.369	916.955	880.277
YKL020C|chrXI;402133;402080|WT	1329.358	1297.464	1050.695	1225.839
YGR237C|Spar_7;931028;930956|WT	1794.196	2395.836	618.339	1602.7903333333331
YDR472W|chrIV;1403202;1403321|1403212,1403317,AAG	10107.585	11895.195	8479.474	10160.751333333334
YNL288W|chrXIV;90177;90302|90250,90292,AAG	3091.227	3478.912	2699.15	3089.7629999999995
YGR261C|chrVII;1016786;1016750|WT	305.76	430.72	109.728	282.0693333333333
YDR124W|Spar_4;692251;692264|WT	185.155	155.55	119.46	153.38833333333335
YOR112W|Spar_15;518864;518936|WT	2479.603	2173.581	1610.074	2087.7526666666668
YBL047C|chrII;132196;132040|132186,132171,AAG,CGACGA	1351.055	1790.614	1836.244	1659.3043333333333
YBR104W|chrII;449589;449666|WT	47.595	15.044	23.285	28.641333333333332
YGR076C|chrVII;637601;637577|WT	190.499	186.866	274.536	217.30033333333336
YHR099W|chrVIII;302671;302760|302731,302760,ATG	8253.816	8584.312	7482.333	8106.820333333333
YHR142W|Spar_8;362220;362349|WT	7514.295	7357.599	5337.138	6736.344
YGL090W|Spar_7;341789;341856|341801,AAG	5289.905	6412.951	4514.986	5405.9473333333335
YPL086C|chrXVI;386514;386446|WT	6165.125	7367.256	4553.148	6028.509666666668
YBR007C|chrII;251118;251016|251105,251051,AAG,CGACGA	3713.047	4550.646	4222.993	4162.228666666667
YDR077W|Spar_4;599549;599604|WT	595.474	839.858	635.586	690.3059999999999
YJR132W|chrX;669460;669521|WT	19410.68	19669.357	13681.147	17587.06133333333
YNL087W|Spar_14;447741;447877|WT	12012.38	11724.541	11562.431	11766.450666666666
YPL158C|chrXVI;254380;254310|254361,254346,AAG	14444.939	15068.414	11364.403	13625.918666666666
YPL227C|Spar_16;146107;145957|146046,AAG	18249.778	13821.614	11356.393	14475.928333333335
YPR084W|chrXVI;706886;706971|WT	21845.202	20301.37	15814.202	19320.257999999998
YIR033W|chrIX;416072;416123|WT	1643.4	1546.257	1418.119	1535.9253333333334
YDR067C|Spar_4;582413;582349|582412,AAG	1668.908	1025.161	1091.018	1261.6956666666667
YNL162W-A|Spar_14;314624;314650|WT	1418.746	1941.376	987.875	1449.3323333333335
YOL022C|chrXV;281528;281498|WT	1118.777	1527.665	929.186	1191.876
YPL159C|chrXVI;251786;251668|251730,251661,WT,CGACGA	2614.278	2574.829	1921.42	2370.1756666666665
YFL039C|Spar_6;88150;88030|WT	1336.222	1091.965	1141.129	1189.772
YKL048C|Spar_11;362881;362793|362880,AAG	24.106	41.411	32.437	32.65133333333333
YPL156C|chrXVI;256827;256767|WT	207.616	126.641	83.842	139.36633333333333
YDR075W|Spar_4;595806;595968|WT	92.405	140.044	101.472	111.307
YML104C|chrXIII;62376;62322|WT	59.21	81.629	83.064	74.63433333333333
YBR136W|chrII;505659;505667|WT	491.124	409.049	210.955	370.376
YLL051C|chrXII;39494;39471|39494,AAG	12.962	7.411	3.243	7.871999999999999
YGL131C|Spar_7;265174;265102|WT	74.76	107.773	97.08	93.20433333333334
YIR024C|Spar_9;379168;379144|WT	205.112	94.29	60.769	120.057
YOR366W|chrXV;1025187;1025255|WT	32.735	37.045	17.013	28.931
YGL162W|chrVII;197989;198137|198125,AAG	646.493	417.957	897.02	653.8233333333334
YHR114W|Spar_8;315485;315567|WT	10559.694	11429.839	8606.569	10198.700666666666
YMR182C|Spar_13;608798;608685|608701,AAG	545.013	696.8	292.617	511.4766666666667
YDR405W|Spar_4;1243299;1243372|WT	4247.847	4188.579	2977.16	3804.5286666666666
YIR037W|chrIX;423066;423127|WT	5491.187	7194.027	6174.871	6286.695
YDR416W|Spar_4;1264086;1264144|WT	10735.96	10301.447	6100.324	9045.910333333333
YLR350W|chrXII;828682;828729|WT	4.0	13.461	2.46	6.640333333333333
YAR050W|Spar_8;510805;510910|510840,AAG	147.642	50.074	127.218	108.31133333333334
YOR172W|Spar_15;600571;600604|WT	9.019	11.586	5.746	8.783666666666667
YOL139C|chrXV;61072;61024|WT	51.892	43.874	25.831	40.532333333333334
YDR495C|chrIV;1441204;1441150|WT	7.999	10.53	12.074	10.201
YIR035C|chrIX;421859;421790|WT	612.756	813.547	321.767	582.6899999999999
YBL030C|chrII;164118;163997|164117,164018,AAG,CGACGA	1367.983	727.352	256.31	783.8816666666667
YLR368W|chrXII;857473;857539|857512,857524,ATG	461.731	708.522	411.451	527.2346666666667
YLR053C|Spar_12;230945;230766|230797,AAG	2030.999	1981.806	1889.536	1967.4470000000001
YLR057W|chrXII;255240;255305|WT	536.897	1005.929	1879.625	1140.817
YGL065C|chrVII;381302;381271|WT	4395.955	4927.783	3665.637	4329.791666666667
YMR044W|chrXIII;355343;355383|WT	3849.111	2895.285	3237.22	3327.2053333333333
YGR110W|Spar_7;689635;689680|WT	698.791	1321.881	776.601	932.4243333333334
YDR280W|chrIV;1020605;1020746|1020714,1020795,AAG,CGACGA	488.769	677.181	563.581	576.5103333333333
YEL022W|chrV;111306;111420|111365,111428,AAG,CGACGA	1617.905	1919.078	2285.625	1940.8693333333333
YLR390W|chrXII;902894;903065|WT	963.456	608.451	879.411	817.1060000000001
YNL280C|chrXIV;110472;110411|WT	159.174	45.967	63.764	89.635
YHL035C|chrVIII;32769;32756|WT	5.206	23.991	10.02	13.072333333333333
YPR143W|chrXVI;818296;818322|WT	15.547	2.729	28.288	15.521333333333333
YMR135C|chrXIII;540099;540056|WT	37.721	37.368	18.117	31.06866666666667
YOR115C|chrXV;539516;539465|WT	60.009	21.198	38.495	39.900666666666666
YDR058C|Spar_4;567355;567289|WT	33.769	31.576	13.66	26.334999999999997
YER049W|chrV;251709;251727|WT	27.29	34.785	51.029	37.70133333333333
YKL029C|Spar_11;398153;398106|WT	4411.183	4142.462	3193.79	3915.811666666667
YBR007C|chrII;251118;251016|WT	2591.532	4657.504	3268.939	3505.991666666667
YLR233C|Spar_12;568249;568213|568241,AAG	3.995	22.334	0.811	9.046666666666667
YCL002C|Spar_3;93109;93072|WT	820.283	922.293	565.982	769.5193333333333
YHL029C|Spar_8;38932;38871|WT	147.517	231.433	438.405	272.45166666666665
YHR027C|chrVIII;164780;164711|WT	880.27	581.995	413.671	625.312
YKR062W|chrXI;559601;559665|WT	2101.692	2166.952	1378.187	1882.277
YGR100W|chrVII;690144;690244|WT	301.133	266.372	170.821	246.10866666666666
YBL107W-A:0|Spar_3;126191;126362|126198,AAG	456.845	156.877	188.897	267.5396666666666
YHR186C|Spar_8;460633;460555|460631,AAG	67.087	33.763	24.311	41.720333333333336
YBR067C|chrII;372786;372735|WT	2.546	7.186	10.832	6.854666666666667
YBR274W|Spar_2;729479;729492|WT	1131.637	1488.929	568.222	1062.9293333333333
YPR049C|chrXVI;664721;664673|WT	3019.879	3035.516	2285.658	2780.351
YBR089W|chrII;425029;425182|WT	3035.129	2403.342	2239.658	2559.376333333333
YDR357C|chrIV;1189689;1189567|1189633,1189603,AAG,CGACGA	708.048	356.367	551.571	538.6619999999999
YKL087C|Spar_11;288545;288459|WT	999.716	2516.948	1627.727	1714.7969999999998
YDR086C|chrIV;617222;617170|WT	3028.846	4349.654	3655.656	3678.0519999999997
YER032W|chrV;214978;215062|215025,215040,AAG	3969.582	4142.708	4784.44	4298.91
YOR172W|Spar_15;600571;600604|600585,AAG	2094.788	1316.486	898.239	1436.5043333333335
YGL047W|chrVII;411464;411551|WT	3202.535	4136.045	2358.163	3232.2476666666666
YIR011C|chrIX;378262;378246|WT	2068.898	2078.282	2097.774	2081.6513333333332
YBR135W|chrII;504759;504853|WT	3535.667	3570.123	2445.723	3183.8376666666663
YJL073W|Spar_10;292041;292160|WT	3263.122	1730.788	1574.564	2189.4913333333334
YLR026C|chrXII;196587;196472|WT	1307.89	1098.211	976.896	1127.6656666666668
YMR234W|chrXIII;740192;740265|740233,740263,AAG,CGACGA	1196.769	1021.833	1280.664	1166.4219999999998
YBR147W|chrII;536440;536574|536541,536565,AAG	1256.437	1117.615	698.092	1024.048
YDR318W|chrIV;1103694;1103757|1103704,AAG	1426.74	1520.852	1436.217	1461.2696666666668
YLR097C|chrXII;337342;337265|337296,337278,AAG	1442.973	1702.638	1160.928	1435.513
YIL096C|chrIX;183180;183127|WT	408.649	468.204	326.034	400.9623333333334
YHR026W|Spar_8;139112;139226|WT	109.647	288.395	173.256	190.43266666666668
YLR173W|Spar_12;467492;467578|WT	247.446	201.72	211.173	220.11299999999997
YLR104W|chrXII;346544;346584|WT	214.222	254.108	113.484	193.93800000000002
YGL116W|chrVII;289678;289808|289725,289809,AAG,CGACGA	475.385	323.48	354.108	384.3243333333333
YPR085C|chrXVI;709875;709828|709872,709833,AAG	7.954	2.181	5.549	5.228000000000001
YGR010W|Spar_7;507979;508067|WT	42.39	16.414	19.805	26.203000000000003
YGR129W|chrVII;750375;750399|WT	16.139	4.321	3.027	7.829000000000001
YDR239C|chrIV;943476;943420|WT	0.427	18.564	8.725	9.238666666666667
YGR111W|chrVII;715795;715827|WT	89.056	67.682	88.334	81.69066666666667
YJL154C|chrX;134025;133935|134020,133978,AAG,CGACGA	5106.646	6227.919	4291.906	5208.823666666666
YLR400W|chrXII;921940;922062|921962,AAG	133.685	80.904	67.568	94.05233333333332
YBR110W|Spar_2;431191;431255|WT	5269.263	3899.82	4307.933	4492.3386666666665
YHR191C|Spar_8;466571;466519|WT	86.466	41.119	112.417	80.00066666666667
YPL268W|Spar_16;57102;57133|WT	426.604	975.083	428.667	610.1179999999999
YGL117W|chrVII;288421;288511|288426,AAG	1112.969	814.474	411.481	779.6413333333334
YDL201W|Spar_4;105167;105233|WT	673.246	952.686	679.957	768.6296666666667
YPR137W|chrXVI;802297;802358|WT	62.647	22.396	39.351	41.464666666666666
YOR319W|chrXV;912817;912821|WT	20.644	22.565	23.039	22.082666666666668
YDR514C|chrIV;1473085;1472999|1473066,AAG	81.827	96.073	93.099	90.33299999999998
YDL102W|chrIV;276768;276871|WT	571.355	476.386	378.201	475.314
YDR410C|Spar_4;1258897;1258842|WT	2.332	20.755	1.622	8.236333333333333
YNL015W|chrXIV;605330;605383|WT	174.291	227.19	181.519	194.33333333333334
YIL094C|chrIX;187697;187632|187685,187632,WT,CGACGA	219.961	200.183	156.103	192.08233333333337
YDR497C|Spar_4;1423268;1423200|WT	6042.25	6453.16	4950.811	5815.406999999999
YOR335C|chrXV;949226;949109|949196,949190,AAG	7962.655	10621.482	8861.619	9148.585333333334
YOR086C|Spar_15;474194;474035|WT	13498.88	12664.129	12179.896	12780.968333333332
YCR054C|chrIII;220117;220067|WT	3315.47	3840.772	3464.268	3540.17
YGL206C|chrVII;107576;107504|107562,107532,WT,CGACGA	7860.788	5485.863	4593.534	5980.061666666666
YGL021W|Spar_7;451485;451522|WT	6195.421	8709.53	8416.016	7773.655666666667
YDR297W|chrIV;1056528;1056550|WT	4719.317	5572.838	4300.154	4864.103
YCR096C|chrIII;293659;293538|293606,293525,WT,CGACGA	1214.629	1371.21	1350.66	1312.1663333333333
YML110C|Spar_13;50636;50613|WT	13.975	6.68	7.003	9.219333333333333
YIL027C|chrIX;304147;304104|304144,304104,AAG	3864.629	4020.089	3559.872	3814.8633333333332
YNL207W|chrXIV;255244;255352|255293,255353,AAG	55.043	210.867	118.307	128.07233333333332
YKR034W|chrXI;506885;506897|WT	483.044	565.016	470.754	506.2713333333333
YNL075W|Spar_14;471050;471122|WT	81.95	34.602	47.655	54.73566666666667
YDR147W|Spar_4;743661;743732|WT	85.829	33.146	11.981	43.651999999999994
YNL257C|chrXIV;164376;164320|164376,AAG	25.82	49.354	57.052	44.07533333333333
YPL039W|chrXVI;479167;479224|WT	11.86	22.155	6.188	13.401000000000002
YDR065W|Spar_4;579531;579566|WT	2.688	38.502	20.282	20.49066666666667
YJR054W|Spar_10;511880;511975|WT	24.781	40.46	12.906	26.049000000000003
YGR030C|chrVII;546160;546157|WT	22.125	44.362	23.598	30.028333333333332
YKL079W|chrXI;286572;286602|WT	591.821	1116.068	406.504	704.7976666666667
YML111W|Spar_13;46494;46622|WT	602.609	280.846	493.03	458.8283333333334
YER061C|Spar_5;280685;280676|WT	99.947	166.796	168.015	144.91933333333333
YBR275C|chrII;757241;757106|WT	74.604	136.655	98.706	103.32166666666667
YHR204W|Spar_8;486139;486187|486140,AAG	845.143	299.223	349.261	497.87566666666663
YBR216C|Spar_2;637678;637601|WT	852.104	1213.061	543.028	869.3976666666667
YFR049W|chrVI;248360;248522|248431,248458,AAG	633.322	402.459	459.413	498.39799999999997
YOL146W|chrXV;48850;48863|WT	88.639	176.651	158.911	141.40033333333335
YLR389C|Spar_12;857360;857314|WT	1264.16	1042.768	1672.418	1326.4486666666664
